target_TgtNontgt,target_type,ClutterType,num_rows,num_columns,azimuth,depression,version,configuration,FSImageNumber,Column,Row,NormalizedScore,Mean,Variance,StandardDeviation,RMS,Skewness,Kurtosis,Maximum,TotalIntegral,ZeroValuedPoints,serial_num,filename
1,bmp2_tank,0,128,128,174.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03387.000
1,bmp2_tank,0,128,128,215.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03395.000
1,bmp2_tank,0,128,128,230.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03397.000
1,bmp2_tank,0,128,128,235.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03398.000
1,bmp2_tank,0,128,128,240.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03399.000
1,bmp2_tank,0,128,128,245.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03400.000
1,bmp2_tank,0,128,128,250.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03401.000
1,bmp2_tank,0,128,128,255.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03402.000
1,bmp2_tank,0,128,128,265.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03403.000
1,bmp2_tank,0,128,128,275.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03405.000
1,bmp2_tank,0,128,128,280.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03406.000
1,bmp2_tank,0,128,128,285.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03407.000
1,bmp2_tank,0,128,128,300.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03410.000
1,bmp2_tank,0,128,128,320.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03414.000
1,bmp2_tank,0,128,128,325.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03415.000
1,bmp2_tank,0,128,128,340.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03416.000
1,bmp2_tank,0,128,128,350.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03417.000
1,bmp2_tank,0,128,128,355.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03418.000
1,bmp2_tank,0,128,128,15.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03420.000
1,bmp2_tank,0,128,128,35.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03422.000
1,bmp2_tank,0,128,128,45.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03423.000
1,bmp2_tank,0,128,128,50.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03424.000
1,bmp2_tank,0,128,128,70.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03426.000
1,bmp2_tank,0,128,128,75.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03427.000
1,bmp2_tank,0,128,128,80.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03428.000
1,bmp2_tank,0,128,128,85.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03429.000
1,bmp2_tank,0,128,128,115.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03434.000
1,bmp2_tank,0,128,128,120.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03435.000
1,bmp2_tank,0,128,128,125.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03436.000
1,bmp2_tank,0,128,128,130.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03437.000
1,bmp2_tank,0,128,128,135.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03438.000
1,bmp2_tank,0,128,128,140.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03439.000
1,bmp2_tank,0,128,128,145.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03440.000
1,bmp2_tank,0,128,128,150.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03441.000
1,bmp2_tank,0,128,128,155.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03442.000
1,bmp2_tank,0,128,128,160.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03443.000
1,bmp2_tank,0,128,128,165.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03444.000
1,bmp2_tank,0,128,128,170.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03445.000
1,bmp2_tank,0,128,128,175.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb03446.000
1,bmp2_tank,0,128,128,332.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04933.000
1,bmp2_tank,0,128,128,342.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04934.000
1,bmp2_tank,0,128,128,352.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04936.000
1,bmp2_tank,0,128,128,2.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04938.000
1,bmp2_tank,0,128,128,17.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04940.000
1,bmp2_tank,0,128,128,42.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04945.000
1,bmp2_tank,0,128,128,47.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04946.000
1,bmp2_tank,0,128,128,52.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04947.000
1,bmp2_tank,0,128,128,62.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04949.000
1,bmp2_tank,0,128,128,67.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04950.000
1,bmp2_tank,0,128,128,72.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04951.000
1,bmp2_tank,0,128,128,77.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04952.000
1,bmp2_tank,0,128,128,87.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04954.000
1,bmp2_tank,0,128,128,102.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04957.000
1,bmp2_tank,0,128,128,107.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04958.000
1,bmp2_tank,0,128,128,112.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04959.000
1,bmp2_tank,0,128,128,122.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04961.000
1,bmp2_tank,0,128,128,132.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04963.000
1,bmp2_tank,0,128,128,142.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04965.000
1,bmp2_tank,0,128,128,152.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04967.000
1,bmp2_tank,0,128,128,157.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04968.000
1,bmp2_tank,0,128,128,172.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04971.000
1,bmp2_tank,0,128,128,182.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04973.000
1,bmp2_tank,0,128,128,192.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04975.000
1,bmp2_tank,0,128,128,197.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04976.000
1,bmp2_tank,0,128,128,208.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04977.000
1,bmp2_tank,0,128,128,213.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04978.000
1,bmp2_tank,0,128,128,223.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04980.000
1,bmp2_tank,0,128,128,233.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04982.000
1,bmp2_tank,0,128,128,243.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04984.000
1,bmp2_tank,0,128,128,248.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04985.000
1,bmp2_tank,0,128,128,253.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04986.000
1,bmp2_tank,0,128,128,258.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04987.000
1,bmp2_tank,0,128,128,263.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04988.000
1,bmp2_tank,0,128,128,268.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04989.000
1,bmp2_tank,0,128,128,283.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04992.000
1,bmp2_tank,0,128,128,293.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04993.000
1,bmp2_tank,0,128,128,318.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04997.000
1,bmp2_tank,0,128,128,323.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04998.000
1,bmp2_tank,0,128,128,328.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb04999.000
1,bmp2_tank,0,128,128,333.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05000.000
1,bmp2_tank,0,128,128,338.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05001.000
1,bmp2_tank,0,128,128,343.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05002.000
1,bmp2_tank,0,128,128,348.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05003.000
1,bmp2_tank,0,128,128,353.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05004.000
1,bmp2_tank,0,128,128,3.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05006.000
1,bmp2_tank,0,128,128,13.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05008.000
1,bmp2_tank,0,128,128,18.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05009.000
1,bmp2_tank,0,128,128,28.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05011.000
1,bmp2_tank,0,128,128,33.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05012.000
1,bmp2_tank,0,128,128,43.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05014.000
1,bmp2_tank,0,128,128,48.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05015.000
1,bmp2_tank,0,128,128,53.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05016.000
1,bmp2_tank,0,128,128,58.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05017.000
1,bmp2_tank,0,128,128,68.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05019.000
1,bmp2_tank,0,128,128,83.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05022.000
1,bmp2_tank,0,128,128,93.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05024.000
1,bmp2_tank,0,128,128,98.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05025.000
1,bmp2_tank,0,128,128,103.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05026.000
1,bmp2_tank,0,128,128,108.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05027.000
1,bmp2_tank,0,128,128,113.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05028.000
1,bmp2_tank,0,128,128,118.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05029.000
1,bmp2_tank,0,128,128,123.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05030.000
1,bmp2_tank,0,128,128,133.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05032.000
1,bmp2_tank,0,128,128,138.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05033.000
1,bmp2_tank,0,128,128,143.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05034.000
1,bmp2_tank,0,128,128,148.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05035.000
1,bmp2_tank,0,128,128,153.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05036.000
1,bmp2_tank,0,128,128,173.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05038.000
1,bmp2_tank,0,128,128,183.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05040.000
1,bmp2_tank,0,128,128,188.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05041.000
1,bmp2_tank,0,128,128,198.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05043.000
1,bmp2_tank,0,128,128,211.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05609.000
1,bmp2_tank,0,128,128,216.492,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,DAA7B02AA/targets/test/15_deg/bmp2/sn_9563/hb05610.000
